id,login,pmsName,status,lastSyncDates,syncedAt,syncAgentLastConnected,createdAt,writebackStatus,syncAgentVersion,name,uid
849,robin92@burton.biz,Eaglesoft,Disabled,,2024-09-04 12:31,2024-09-04 12:27,2024-08-07 16:32,,2.0.72.0,Jones Smile Center,a4125bfc-4584-41b2-83aa-968d656d0cf5
848,hfleming@hotmail.com,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Rice Family Dentistry,f26a310d-155d-44bd-a2f9-c6dd310f4c3f
848,gibsonedward@nelson.com,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Tran Family Dentistry,730f29e2-8a17-4c9e-9d6c-d983eb1b536f
848,iananderson@hotmail.com,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Lewis Dental Clinic,72be4124-0881-4776-95d1-5cdd01aecf36
848,perryjohn@wright-wang.biz,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Johnson Family Dentistry,578f2468-1478-4d82-b3c3-b659dad5e6ed
848,jensentimothy@russell.biz,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Miller Family Dentistry,3206b2bf-7bf2-46f9-b97d-484e1adff0e8
848,tknapp@hotmail.com,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Richard Dental,5d96ce31-852b-41f9-844f-ba149f439ae9
848,justinnichols@yahoo.com,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,David Dentistry,29066898-879b-4640-b86b-366fea3a07af
848,johnsonashlee@hotmail.com,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Medina Dentistry,96d8080a-cd49-481e-af5e-46589330717f
848,shelby27@hotmail.com,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Patel Dental Clinic,aa737ab2-970b-49da-8e77-b1a99c9e801c
848,mleon@yahoo.com,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Yang Family Dentistry,f632eeab-835d-49d1-83e9-05ac8456a658
848,wjacobs@yahoo.com,OpenDental,Disabled,,2025-03-10 22:40,2025-03-10 22:13,2024-08-06 19:36,,2.0.83.0,Case Smile Center,11b95e0a-1e7f-4490-9058-3ae44f995373
847,cynthiaguzman@taylor-thomas.com,Eaglesoft,Active,,2025-03-20 13:30,2025-03-20 13:07,2024-08-06 19:16,,2.0.72.0,Calderon Smile Center,5494973e-b888-4227-8eb3-0b45203097d2
846,erodriguez@aguilar.biz,Eaglesoft,Active,,2025-03-20 13:34,2025-03-20 13:20,2024-08-06 19:14,,2.0.72.0,Spencer Family Dentistry,83aba177-f59d-492f-a2a6-bd04328ae626
845,mark57@yahoo.com,Eaglesoft,Active,,2025-03-20 13:27,2025-03-20 13:27,2024-08-06 19:05,,2.0.72.0,Ford Dentistry,dcb7cbaf-34a3-4501-9af4-3a7aac3aa7f4
844,nicolespencer@sexton.info,Dentrix,Disabled,,2024-08-19 15:53,2024-08-19 15:25,2024-08-01 18:06,,2.0.56.0,Herrera Family Dentistry,a7095184-57b9-45d5-95af-d097a27c26a9
843,newtonandrea@johnson.com,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-31 22:24,,,Shaffer Dental,564ef285-17f8-4505-9b25-7c8127852b4b
842,ortiztina@morrow.biz,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-30 17:39,,,Arnold Smile Center,80190a5b-ab11-405b-bb5d-7be7e498c818
841,schroedergerald@anderson.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-30 16:16,,,Cox Family Dentistry,369e9756-82ed-44f8-bc5c-aa22e1efd3e2
840,bgriffith@diaz.com,OpenDental,Active,,2025-03-20 09:02,2025-03-20 13:03,2024-07-29 19:17,,2.0.83.0,Gilbert Smile Center,147d6717-b1f5-42fa-92f7-b01da74326c9
839,christopher80@hotmail.com,OpenDental,Active,,2025-03-20 13:33,2025-03-20 13:10,2024-07-29 19:13,,2.0.83.0,Garcia Dental,f895b5d0-0488-4721-976d-3299c88a59e4
838,rasmussenmichael@gmail.com,OpenDental,Active,,2025-03-20 00:01,2025-03-20 13:07,2024-07-29 19:11,,2.0.83.0,Vargas Family Dentistry,0355cfd9-9834-424f-b1ec-a6bfd7452f83
837,jeffreygraves@hotmail.com,OpenDental,Active,,2025-03-20 13:31,2025-03-20 13:14,2024-07-29 19:08,,2.0.83.0,Arnold Family Dentistry,b21e7a77-b7d2-4650-a7bb-fbe0f7882b87
836,taylormiguel@hotmail.com,OpenDental,Disabled,,2024-12-27 07:07,2024-12-27 15:01,2024-07-29 15:41,,2.0.63.0,Atkins Family Dentistry,3602dbc1-7012-484a-a2d8-38a9a7e39e24
835,rodgersalicia@hotmail.com,Cloud9,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-29 14:32,,,Berry Dental Clinic,3595c635-ad15-4e8d-ba58-74c17cafa3c4
834,jamie24@hotmail.com,OpenDental,Active,,2025-03-20 13:32,2025-03-20 13:10,2024-07-25 18:28,,2.0.83.0,Reyes Family Dentistry,5fd6ff81-cb33-4558-bce7-b78f9cf370fd
833,hroberts@hotmail.com,OpenDental,Disabled,,2025-03-13 18:22,2025-03-13 18:08,2024-07-24 19:16,,2.0.83.0,Adams Family Dentistry,62561166-25c9-45ed-976c-e51c532d82a1
832,steven53@anderson-alexander.org,Eaglesoft,Active,,2025-03-20 13:33,2025-03-20 13:23,2024-07-24 19:00,,2.0.72.0,Jones Family Dentistry,dc87d10e-c322-47ee-861e-fe689b216b8c
831,jamie39@gmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Miller Dental Clinic,5ce35ac3-84e6-46ef-bb61-78f0f3c0d56c
831,jose76@hotmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Smith Dental Clinic,e5f12bc7-a6fe-41fa-a199-079a8de09e09
831,woodaaron@yahoo.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Bautista Smile Center,ab9efc85-83f2-4391-841a-45014ce27b05
831,mdavis@yahoo.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Irwin Dental Clinic,62981261-0bbc-417b-8e94-dad110bbfad9
831,savannahpeterson@gmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,King Dental Clinic,6179576f-48cd-4e37-8923-889740e7f79a
831,pamela61@gonzalez.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Thomas Dental,b33ab829-9074-4387-979b-b99841dde19a
831,vvaldez@yahoo.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Goodwin Smile Center,9bb30b61-aeef-417d-a4a0-86520537c263
831,tyler59@hotmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Sanchez Smile Center,f406c3c9-7c10-4f4d-8ec3-6b5ab973f86a
831,diazkimberly@richmond-carr.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,James Dentistry,9e5518cb-7bd9-46b2-9e6c-2eb22693b494
831,mwang@george.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Pruitt Dentistry,34450f63-520b-466f-8327-0780bc5981f7
831,cynthiacox@nash.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Baldwin Smile Center,1ac9c6ec-18db-450f-8b80-dfccdbb022d3
831,jacksonandrew@brown.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Greer Dentistry,6a559c4b-90bc-4ff6-a5f5-f5c7caf1c618
831,chenpaula@floyd.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Ortega Dental,968cf609-6ce9-497c-a724-efbffaaad0e8
831,robertgutierrez@lopez-watkins.org,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Cooper Dental,fb59f665-449f-4f3d-a7b0-b79b3096eaa0
831,greenjose@hotmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Peterson Dental Clinic,db3acad0-bbb7-4b16-ace1-7ab1d8e194b4
831,gschultz@hotmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Fisher Family Dentistry,547f61c1-32f3-4191-b4e7-e16c6b46d403
831,carl92@yahoo.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Lopez Family Dentistry,f099a4a9-6e56-45ea-b0b5-7dd18fda79d7
831,kathrynspencer@cannon.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Holland Dentistry,54e835b5-4c93-4e95-836d-80724982fd69
831,hannah04@meyer-thomas.biz,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Kelly Family Dentistry,c08b38a9-94ba-4ec3-8fda-8e39b6af76a6
831,ukirk@yahoo.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Russell Dental Clinic,18c07d88-a2f1-4afe-aa5a-9373df996d13
831,floresmegan@black.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Diaz Family Dentistry,1b41290c-8437-485e-b8eb-736395a11e0c
831,meghanjones@hotmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Lopez Dental,12ee8f42-fd6f-4b8f-a6e2-04288cf444e5
831,qgonzales@gmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-24 00:01,,,Reilly Dentistry,45419a59-1f27-4ff1-83bf-887f4a35b10f
830,williamselizabeth@edwards.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Rice Dentistry,956707f9-3eef-4530-982b-8b92a8d8f70b
830,crystal94@steele-cervantes.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Sullivan Dental,16d5a023-eab6-4c75-bb17-9f89213f57e6
830,daviddunn@barr.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Scott Family Dentistry,3854003c-c7aa-432c-a525-44a80c52bcf5
830,knightrobert@gmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Carney Smile Center,efef5ea7-1eff-4a0b-8e33-a3f844937cd7
830,chelseaschaefer@cox-matthews.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Miller Smile Center,c7d676d3-4f9f-4385-a854-a38a64e14529
830,cynthia27@yahoo.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Martinez Smile Center,f80d7dc8-5401-411e-bbfb-c265abdec898
830,robinsonjoshua@williamson.net,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Brown Dental,749a2157-8522-4e0e-96f9-594429af008a
830,wmendez@gmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Cisneros Dentistry,ffac8917-c654-4d67-8951-59b5aac40331
830,howellmatthew@yahoo.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Bentley Dentistry,c92da43a-2049-498f-b849-ad8b71555a7b
830,amycox@vazquez.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Calhoun Dental Clinic,2ff75ab2-2c00-407f-a74a-3bdc2c344b63
830,kristopher84@hotmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Garcia Smile Center,c2935db9-2cd2-4dd1-a8bb-c2a881cf21a2
830,matthewmason@gmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Morales Family Dentistry,98ce741a-afb5-4dfa-9f2e-41f9597630f5
830,angela64@hotmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Hall Smile Center,7b7e8429-9652-46a8-a7d6-2bdf4e3f6904
830,garciatimothy@nolan-conley.org,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Gonzalez Dental Clinic,0b560ba8-9fac-4adb-8e42-852799e6c062
830,andrewlowe@gmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Maldonado Dentistry,07e29f60-5fdb-44a2-a8c7-fa21c675f6be
830,zscott@yahoo.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Fritz Family Dentistry,5180c902-c761-4034-b51a-f83b3e2816ed
830,aoliver@patterson-anderson.net,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Gonzales Family Dentistry,2d8e8cc7-2809-403d-89f3-acf459a436c4
830,suzannespencer@gmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Bradford Dental Clinic,ec4fb5ff-a7e1-464f-a1b0-8a7c252daaf0
830,paul21@hotmail.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Adams Dentistry,908ff371-2e6d-4f82-9537-cbc88957d640
830,nicholas34@diaz.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Stevens Dental Clinic,84ad7a65-76b3-42d4-bebf-8a57d86c4770
830,nguyenvanessa@nelson-schmidt.com,Dentrix Ascend,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 23:22,,,Martin Dental Clinic,33a73aff-46ba-40fb-8855-33a610ee7d46
829,joel88@hotmail.com,OpenDental,Active,,2025-03-20 13:30,2025-03-20 13:07,2024-07-23 22:10,,2.0.83.0,Durham Dental,346e6f85-6883-43b7-9ceb-be43abb95e7c
828,austinharris@barnes.com,Dentrix,Disabled,,2024-09-16 18:03,2024-09-16 17:51,2024-07-23 21:04,"{""Appointment"": ""true""}",2.0.56.0,Miller Smile Center,db28d716-6e12-4eb0-af13-8a1aea027d8c
827,lisa80@yahoo.com,Dentrix Ascend,Disabled,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 15:34,,,Hall Dental Clinic,8a1e0fd8-fc78-4301-a7ca-cbc78908339a
827,hallchad@yahoo.com,Dentrix Ascend,Disabled,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-23 15:34,,,Wagner Smile Center,b490ea20-78c1-4a57-bac0-463a3e9e5f90
826,james32@hotmail.com,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-22 18:42,,,Espinoza Dentistry,5b9f6aa8-792c-47ff-9dad-b2cb744546ab
825,mwright@yahoo.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Mckinney Dental Clinic,07eb1fdf-2561-445f-81cb-9010dba17d98
825,jackramirez@yahoo.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Pennington Family Dentistry,e12df3e1-a2ba-4278-9b94-43480c633851
825,jason63@brown-schneider.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Waters Dental,ae3af698-1042-4c2c-9fce-8356de6df734
825,brian25@smith.org,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Goodman Dental Clinic,5bec692c-44b0-41b9-9099-c42e4ba64fc0
825,qruiz@yahoo.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Hansen Dental,5bcf0ec7-2c5d-4beb-b297-0452f7e2a533
825,kellerrobert@lawrence.info,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Richmond Smile Center,b7c6e43c-c9d3-48dd-a586-9d77ca39a484
825,johnsonhoward@peters.biz,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Moses Dentistry,c576b71c-d502-4f2f-96c5-23e402bbc1a0
825,ann28@hotmail.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Williams Family Dentistry,7f82f0e5-5535-4672-a1aa-4019ca4ed51c
825,tammylopez@yahoo.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Jenkins Smile Center,b543458c-a7c6-4c6c-b449-51e31d123055
825,sarataylor@james-hernandez.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Wilson Dental,e2653f58-295b-4886-b5ea-8926a377178a
825,osmith@yahoo.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Cortez Dental Clinic,c930e984-0992-4374-a4c1-d71091470dfe
825,travis76@yahoo.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Morton Dentistry,192894ec-6ee2-4da7-b0bc-4d18083cdc6c
825,anna71@archer-matthews.info,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Hayes Family Dentistry,c786e6df-1167-43bf-a220-1f184be8f5d3
825,jermainegrant@hotmail.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Taylor Smile Center,b002f9dd-0f9e-4204-b53f-04475bcda792
825,khoffman@carson.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Lopez Dental Clinic,e2a48099-198a-4fd2-b704-41ac54b96b45
825,reginald57@solis.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Williams Dental,0f5736ab-af28-4e52-a3b6-b61e0a357b6f
825,sean91@hotmail.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Sanders Dental,8e8d25e7-427d-44ad-b60c-ce16144b417e
825,zacharyhudson@alexander.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Riley Dental,aed84553-f1d4-478c-8d55-5b04ee492619
825,sandra09@fitzgerald-ramirez.com,OpenDental,Active,,2024-08-19 17:37,2024-08-19 17:15,2024-07-18 18:14,,2.0.63.0,Fuller Smile Center,bd4e813b-d7b1-4638-a843-83d1f05e78c1
824,noah07@brown.com,Dentrix,Active,,2025-03-20 07:31,2025-03-20 13:04,2024-07-15 15:12,,2.0.56.0,Jordan Dental Clinic,a30384e0-6ef9-486d-8508-53aeb5c1db53
823,scottporter@gmail.com,Eaglesoft,Active,,2025-03-20 05:03,2025-03-20 13:19,2024-07-09 21:09,,2.0.72.0,Archer Family Dentistry,b29d6b67-400f-472f-b90b-41209da3cc21
822,garciastephen@yahoo.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Weiss Dentistry,4d88fca2-5967-43e4-89b2-848552a4c19d
822,bboyd@cole.org,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Liu Dental Clinic,56509f11-b405-4243-a56e-3b25beb29eed
822,hwheeler@scott.org,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Gibson Family Dentistry,c266c17c-b21f-4b41-8c2a-d331b9865cbc
822,gomezjacob@hotmail.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,King Dental Clinic,1d2a9021-9476-4c73-9d3f-d4ef1dafd7dd
822,tmurphy@yahoo.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Perez Smile Center,07d536a5-962e-4726-b07e-646ae2c81908
822,michaelking@cook.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Allen Dentistry,d8e37fce-bade-4ecd-beb0-75a410f43431
822,jillcaldwell@kirk.net,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Brown Dentistry,de6cd391-5622-4947-8e7c-a18e98868608
822,frankgrant@gmail.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Carney Dental,baf7d4e3-0b5b-40db-a827-454e35b91ce5
822,simpsonkristina@hotmail.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Hamilton Dental,47408764-b25d-414f-8ee0-278319566130
822,joshua44@valdez-hinton.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Baker Smile Center,1a2a7ca6-eea7-4216-b2f7-8ed7eec99eaf
822,timothyshepard@hotmail.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Richard Dentistry,1b9ba90f-3c8e-4435-b4b1-db3737c096de
822,gsmith@martinez.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Love Dentistry,22816c94-9c96-4626-b24f-9af74206b849
822,loganlopez@gmail.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Jackson Family Dentistry,bbc0c01d-b674-4d57-bee5-762be419f9ee
822,stonetiffany@yahoo.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Crane Dentistry,ae696a5d-92e0-4293-bb33-913c2a66decb
822,mary19@gmail.com,Dentrix Enterprise,Active,,2025-03-20 13:19,2025-03-20 13:17,2024-07-09 15:30,,2.0.82.0,Diaz Dental,70584b03-56e6-4b58-96ec-fe36c10f4e1f
821,sweeneyalexandra@hotmail.com,OpenDental,Disabled,,2024-08-19 21:40,2024-08-19 21:40,2024-07-08 19:10,,2.0.63.0,Harrison Dental Clinic,b795433e-d77b-4b42-8317-9ff39a17e719
820,fthompson@houston.com,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-02 22:56,,,Bowers Family Dentistry,2836b3b2-06e8-441d-aaa1-8541ee29a52a
820,penny07@bradley.com,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-02 22:56,,,Sanchez Smile Center,413296ad-d644-481c-b9f9-a49862c20cd8
820,jamie77@smith-bullock.biz,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-02 22:56,,,Carson Smile Center,ab4314ab-9406-4aa3-8ce3-bb3a9775f9c5
820,kendra12@nelson.com,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-02 22:56,,,Underwood Dentistry,ec34b5ee-8008-4059-9c38-dc194390b95d
820,jessica18@wheeler.com,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-02 22:56,,,Payne Family Dentistry,43293c7a-7f74-4ec1-b64c-f44cc32e2ec2
820,mary50@yahoo.com,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-02 22:56,,,Young Smile Center,6763a742-2f59-4eb7-8d05-ca36a8617d52
820,jacksonnancy@gmail.com,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-02 22:56,,,Russo Dentistry,428cf8b2-918a-4f6a-b082-68200de49103
820,danielfernando@moore-boyd.net,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-02 22:56,,,Morris Dentistry,625e6dd5-b9e9-4cfa-941c-69ea9f7a41b1
820,dmendoza@gmail.com,Denticon,Pending,"[{""APIMethods"":""AddAppointment"",""LastSyncDate"":""1900-01-01""}]",,,2024-07-02 22:56,,,Hunter Dentistry,51911c5f-f4bd-465a-87c6-ce53791bd9a1
